Estudiante_ID,Edad,Nota_Mat,Nota_Leng,Nota_CS,Genero,Comuna,Promedio,Rango_Edad
3002,20,3,50,30,masculino,Penco,27.666666666666668,Menor de 25
3003,19,59,58,14,femenino,Penco,43.666666666666664,Menor de 25
3004,27,21,86,42,prefiero no decirlo,Coronel,49.666666666666664,Mayor o igual de 25 años
3005,27,74,74,99,prefiero no decirlo,Tomé,82.33333333333333,Mayor o igual de 25 años
3006,24,51,24,92,masculino,Hualpén,55.666666666666664,Menor de 25
3007,27,92,79,83,prefiero no decirlo,Hualpén,84.66666666666667,Mayor o igual de 25 años
3008,29,31,65,45,femenino,Penco,47.0,Mayor o igual de 25 años
3009,18,39,31,99,masculino,Hualpén,56.333333333333336,Menor de 25
3010,20,4,52,4,femenino,Coronel,20.0,Menor de 25
3011,18,41,81,89,masculino,Hualpén,70.33333333333333,Menor de 25
3012,21,90,99,32,masculino,Lota,73.66666666666667,Menor de 25
3013,24,72,16,16,masculino,San Pedro,34.666666666666664,Menor de 25
3014,26,68,27,52,masculino,Penco,49.0,Mayor o igual de 25 años
3015,20,49,19,46,masculino,San Pedro,38.0,Menor de 25
3016,21,29,43,8,femenino,Lota,26.666666666666668,Menor de 25
3017,25,46,41,25,masculino,Penco,37.333333333333336,Mayor o igual de 25 años
3018,26,59,78,80,masculino,Penco,72.33333333333333,Mayor o igual de 25 años
3019,25,35,1,25,prefiero no decirlo,Penco,20.333333333333332,Mayor o igual de 25 años
3020,26,64,85,38,femenino,Coronel,62.333333333333336,Mayor o igual de 25 años
3021,27,70,50,78,masculino,Lota,66.0,Mayor o igual de 25 años
3022,27,77,16,69,prefiero no decirlo,Coronel,54.0,Mayor o igual de 25 años
3023,29,39,66,17,femenino,Penco,40.666666666666664,Mayor o igual de 25 años
3024,19,90,38,88,femenino,Concepción,72.0,Menor de 25
3025,22,36,31,27,prefiero no decirlo,Tomé,31.333333333333332,Menor de 25
3026,22,2,13,64,prefiero no decirlo,Tomé,26.333333333333332,Menor de 25
3027,25,43,17,73,masculino,San Pedro,44.333333333333336,Mayor o igual de 25 años
3028,25,82,27,89,masculino,Arauco,66.0,Mayor o igual de 25 años
3029,25,17,33,37,prefiero no decirlo,Coronel,29.0,Mayor o igual de 25 años
3030,23,8,77,88,femenino,Coronel,57.666666666666664,Menor de 25
3031,24,14,71,55,prefiero no decirlo,Hualpén,46.666666666666664,Menor de 25
3032,21,99,80,37,masculino,Coronel,72.0,Menor de 25
3033,18,97,3,97,femenino,Coronel,65.66666666666667,Menor de 25
3034,23,84,61,15,prefiero no decirlo,San Pedro,53.333333333333336,Menor de 25
3035,26,50,7,93,masculino,Arauco,50.0,Mayor o igual de 25 años
3036,20,88,56,22,prefiero no decirlo,Tomé,55.333333333333336,Menor de 25
3037,22,10,12,42,masculino,Tomé,21.333333333333332,Menor de 25
3038,29,93,52,2,femenino,Hualpén,49.0,Mayor o igual de 25 años
3039,24,5,8,72,masculino,San Pedro,28.333333333333332,Menor de 25
3040,25,44,3,34,prefiero no decirlo,Lota,27.0,Mayor o igual de 25 años
3041,19,35,84,81,masculino,Penco,66.66666666666667,Menor de 25
3042,20,15,25,69,prefiero no decirlo,Concepción,36.333333333333336,Menor de 25
3043,28,58,22,73,femenino,San Pedro,51.0,Mayor o igual de 25 años
3044,26,61,93,61,femenino,Hualpén,71.66666666666667,Mayor o igual de 25 años
3045,22,77,17,20,femenino,Concepción,38.0,Menor de 25
3046,27,12,15,54,femenino,Concepción,27.0,Mayor o igual de 25 años
3047,21,49,3,30,femenino,Tomé,27.333333333333332,Menor de 25
3048,22,93,68,53,masculino,San Pedro,71.33333333333333,Menor de 25
3049,18,21,15,98,masculino,Tomé,44.666666666666664,Menor de 25
3050,20,75,32,83,masculino,Penco,63.333333333333336,Menor de 25
3051,29,17,73,25,femenino,Concepción,38.333333333333336,Mayor o igual de 25 años
3052,20,8,94,90,femenino,Concepción,64.0,Menor de 25
3053,21,44,51,15,prefiero no decirlo,Concepción,36.666666666666664,Menor de 25
3054,18,43,96,17,femenino,San Pedro,52.0,Menor de 25
3055,23,68,17,61,masculino,Hualpén,48.666666666666664,Menor de 25
3056,26,73,99,11,prefiero no decirlo,Tomé,61.0,Mayor o igual de 25 años
3057,20,50,65,27,femenino,Concepción,47.333333333333336,Menor de 25
3058,20,20,52,45,masculino,Tomé,39.0,Menor de 25
3059,26,88,64,72,femenino,Hualpén,74.66666666666667,Mayor o igual de 25 años
3060,19,42,14,98,prefiero no decirlo,Concepción,51.333333333333336,Menor de 25
3061,22,35,25,93,femenino,Arauco,51.0,Menor de 25
3062,22,93,45,69,masculino,Hualpén,69.0,Menor de 25
3063,18,65,10,3,masculino,Coronel,26.0,Menor de 25
3064,19,28,49,85,masculino,Tomé,54.0,Menor de 25
3065,24,3,84,2,prefiero no decirlo,Concepción,29.666666666666668,Menor de 25
3066,29,85,10,97,masculino,Concepción,64.0,Mayor o igual de 25 años
3067,28,46,4,43,prefiero no decirlo,Concepción,31.0,Mayor o igual de 25 años
3068,19,17,10,70,femenino,Tomé,32.333333333333336,Menor de 25
3069,24,17,3,54,femenino,Hualpén,24.666666666666668,Menor de 25
3070,26,1,29,12,prefiero no decirlo,San Pedro,14.0,Mayor o igual de 25 años
3071,18,34,6,51,prefiero no decirlo,Arauco,30.333333333333332,Menor de 25
3072,22,36,64,33,prefiero no decirlo,Penco,44.333333333333336,Menor de 25
3073,28,43,68,69,femenino,Hualpén,60.0,Mayor o igual de 25 años
3074,29,5,79,63,masculino,Tomé,49.0,Mayor o igual de 25 años
3075,25,20,22,84,masculino,Hualpén,42.0,Mayor o igual de 25 años
3076,26,91,29,74,femenino,Coronel,64.66666666666667,Mayor o igual de 25 años
3077,21,84,85,97,prefiero no decirlo,Arauco,88.66666666666667,Menor de 25
3078,24,1,57,84,masculino,Arauco,47.333333333333336,Menor de 25
3079,22,31,71,66,masculino,Coronel,56.0,Menor de 25
3080,22,8,81,39,masculino,Arauco,42.666666666666664,Menor de 25
3081,20,3,15,39,masculino,Coronel,19.0,Menor de 25
3082,24,78,27,71,femenino,Penco,58.666666666666664,Menor de 25
3083,22,90,38,9,femenino,Arauco,45.666666666666664,Menor de 25
3084,19,70,3,7,prefiero no decirlo,Arauco,26.666666666666668,Menor de 25
3085,28,96,50,47,femenino,Penco,64.33333333333333,Mayor o igual de 25 años
3086,20,63,72,75,femenino,Concepción,70.0,Menor de 25
3087,28,97,25,89,masculino,Hualpén,70.33333333333333,Mayor o igual de 25 años
3088,24,55,1,93,prefiero no decirlo,Coronel,49.666666666666664,Menor de 25
3089,18,41,61,97,prefiero no decirlo,Tomé,66.33333333333333,Menor de 25
3090,23,8,62,97,prefiero no decirlo,Hualpén,55.666666666666664,Menor de 25
3091,29,46,29,20,prefiero no decirlo,Coronel,31.666666666666668,Mayor o igual de 25 años
3092,18,36,27,71,femenino,Coronel,44.666666666666664,Menor de 25
3093,18,20,7,20,prefiero no decirlo,Arauco,15.666666666666666,Menor de 25
3094,24,59,54,99,prefiero no decirlo,Concepción,70.66666666666667,Menor de 25
3095,26,71,36,78,prefiero no decirlo,Tomé,61.666666666666664,Mayor o igual de 25 años
3096,20,79,85,69,masculino,Concepción,77.66666666666667,Menor de 25
3097,29,78,87,78,masculino,Tomé,81.0,Mayor o igual de 25 años
3098,21,58,69,10,prefiero no decirlo,Hualpén,45.666666666666664,Menor de 25
3099,29,45,44,33,masculino,Arauco,40.666666666666664,Mayor o igual de 25 años
3100,25,8,55,69,masculino,Arauco,44.0,Mayor o igual de 25 años
3101,27,9,62,39,femenino,Coronel,36.666666666666664,Mayor o igual de 25 años
3102,24,87,41,16,masculino,Concepción,48.0,Menor de 25
3103,18,34,77,19,femenino,Concepción,43.333333333333336,Menor de 25
3104,26,22,26,30,femenino,Penco,26.0,Mayor o igual de 25 años
3105,18,93,30,86,femenino,Coronel,69.66666666666667,Menor de 25
3106,18,25,7,46,prefiero no decirlo,Concepción,26.0,Menor de 25
3107,23,38,96,63,femenino,Lota,65.66666666666667,Menor de 25
3108,18,28,8,82,prefiero no decirlo,Hualpén,39.333333333333336,Menor de 25
3109,24,62,90,98,masculino,San Pedro,83.33333333333333,Menor de 25
3110,18,29,2,76,prefiero no decirlo,Arauco,35.666666666666664,Menor de 25
3111,28,67,53,32,masculino,Arauco,50.666666666666664,Mayor o igual de 25 años
3112,27,44,48,51,femenino,Arauco,47.666666666666664,Mayor o igual de 25 años
3113,29,12,76,31,femenino,Arauco,39.666666666666664,Mayor o igual de 25 años
3114,26,28,59,48,masculino,Coronel,45.0,Mayor o igual de 25 años
3115,27,20,98,94,masculino,Tomé,70.66666666666667,Mayor o igual de 25 años
3116,29,46,60,89,masculino,Coronel,65.0,Mayor o igual de 25 años
3117,27,80,51,54,femenino,Arauco,61.666666666666664,Mayor o igual de 25 años
3118,29,33,26,79,masculino,San Pedro,46.0,Mayor o igual de 25 años
3119,25,4,97,62,femenino,Tomé,54.333333333333336,Mayor o igual de 25 años
3120,19,93,34,34,prefiero no decirlo,Tomé,53.666666666666664,Menor de 25
3121,19,28,58,51,femenino,Arauco,45.666666666666664,Menor de 25
3122,29,50,73,8,masculino,Tomé,43.666666666666664,Mayor o igual de 25 años
3123,24,93,57,86,femenino,Coronel,78.66666666666667,Menor de 25
3124,23,19,53,1,masculino,Penco,24.333333333333332,Menor de 25
3125,23,98,22,91,prefiero no decirlo,Arauco,70.33333333333333,Menor de 25
3126,24,39,36,63,masculino,San Pedro,46.0,Menor de 25
3127,22,74,41,32,masculino,Coronel,49.0,Menor de 25
3128,28,63,39,53,prefiero no decirlo,Penco,51.666666666666664,Mayor o igual de 25 años
3129,28,42,27,61,masculino,Hualpén,43.333333333333336,Mayor o igual de 25 años
3130,28,40,98,74,prefiero no decirlo,San Pedro,70.66666666666667,Mayor o igual de 25 años
3131,24,45,49,90,masculino,Lota,61.333333333333336,Menor de 25
3132,23,86,2,70,prefiero no decirlo,Lota,52.666666666666664,Menor de 25
3133,22,80,24,55,prefiero no decirlo,Lota,53.0,Menor de 25
3134,26,54,87,81,prefiero no decirlo,Arauco,74.0,Mayor o igual de 25 años
3135,21,46,43,3,prefiero no decirlo,Concepción,30.666666666666668,Menor de 25
3136,21,21,77,28,masculino,Concepción,42.0,Menor de 25
3137,21,5,80,81,femenino,Lota,55.333333333333336,Menor de 25
3138,23,88,64,1,prefiero no decirlo,Arauco,51.0,Menor de 25
3139,23,96,11,79,femenino,San Pedro,62.0,Menor de 25
3140,26,51,94,23,masculino,Arauco,56.0,Mayor o igual de 25 años
3141,26,82,55,68,prefiero no decirlo,Arauco,68.33333333333333,Mayor o igual de 25 años
3142,22,19,51,16,masculino,Tomé,28.666666666666668,Menor de 25
3143,18,54,31,38,prefiero no decirlo,Hualpén,41.0,Menor de 25
3144,23,16,66,31,prefiero no decirlo,Coronel,37.666666666666664,Menor de 25
3145,25,50,28,63,masculino,Coronel,47.0,Mayor o igual de 25 años
3146,19,97,34,33,prefiero no decirlo,Hualpén,54.666666666666664,Menor de 25
3147,24,13,75,40,prefiero no decirlo,Coronel,42.666666666666664,Menor de 25
3148,23,26,27,59,femenino,Coronel,37.333333333333336,Menor de 25
3149,22,96,18,93,masculino,Arauco,69.0,Menor de 25
3150,26,91,26,69,femenino,San Pedro,62.0,Mayor o igual de 25 años
3151,23,39,32,90,prefiero no decirlo,Arauco,53.666666666666664,Menor de 25
3152,19,33,54,14,masculino,Concepción,33.666666666666664,Menor de 25
3153,25,20,70,18,prefiero no decirlo,Coronel,36.0,Mayor o igual de 25 años
3154,29,66,91,92,prefiero no decirlo,Arauco,83.0,Mayor o igual de 25 años
3155,18,68,49,56,femenino,Concepción,57.666666666666664,Menor de 25
3156,21,35,47,18,prefiero no decirlo,Coronel,33.333333333333336,Menor de 25
3157,22,55,45,52,prefiero no decirlo,Arauco,50.666666666666664,Menor de 25
3158,24,12,5,57,masculino,Tomé,24.666666666666668,Menor de 25
3159,28,87,15,46,prefiero no decirlo,Hualpén,49.333333333333336,Mayor o igual de 25 años
3160,26,70,58,10,femenino,Concepción,46.0,Mayor o igual de 25 años
3161,21,51,30,47,masculino,Tomé,42.666666666666664,Menor de 25
3162,28,23,15,11,femenino,Lota,16.333333333333332,Mayor o igual de 25 años
3163,26,14,85,22,prefiero no decirlo,San Pedro,40.333333333333336,Mayor o igual de 25 años
3164,24,24,34,15,prefiero no decirlo,San Pedro,24.333333333333332,Menor de 25
3165,25,34,58,61,prefiero no decirlo,San Pedro,51.0,Mayor o igual de 25 años
3166,26,56,35,49,femenino,Penco,46.666666666666664,Mayor o igual de 25 años
3167,22,17,83,62,femenino,Tomé,54.0,Menor de 25
3168,24,25,75,14,femenino,Lota,38.0,Menor de 25
3169,24,1,69,82,masculino,Tomé,50.666666666666664,Menor de 25
3170,24,56,76,21,femenino,Tomé,51.0,Menor de 25
3171,19,36,35,96,prefiero no decirlo,Concepción,55.666666666666664,Menor de 25
3172,19,5,5,32,femenino,San Pedro,14.0,Menor de 25
3173,28,20,43,74,prefiero no decirlo,Coronel,45.666666666666664,Mayor o igual de 25 años
3174,29,94,59,47,femenino,Tomé,66.66666666666667,Mayor o igual de 25 años
3175,21,93,41,71,masculino,Lota,68.33333333333333,Menor de 25
3176,22,99,62,1,femenino,Tomé,54.0,Menor de 25
3177,18,43,4,11,femenino,Coronel,19.333333333333332,Menor de 25
3178,21,37,62,64,femenino,Coronel,54.333333333333336,Menor de 25
3179,20,94,21,34,masculino,Coronel,49.666666666666664,Menor de 25
3180,21,77,80,88,masculino,Arauco,81.66666666666667,Menor de 25
3181,24,71,66,29,prefiero no decirlo,Penco,55.333333333333336,Menor de 25
3182,21,9,8,20,prefiero no decirlo,Tomé,12.333333333333334,Menor de 25
3183,26,70,19,81,prefiero no decirlo,Coronel,56.666666666666664,Mayor o igual de 25 años
3184,21,12,56,34,prefiero no decirlo,Concepción,34.0,Menor de 25
3185,18,23,34,42,masculino,Hualpén,33.0,Menor de 25
3186,22,8,95,36,femenino,Hualpén,46.333333333333336,Menor de 25
3187,21,9,58,90,prefiero no decirlo,Arauco,52.333333333333336,Menor de 25
3188,19,81,37,64,masculino,Hualpén,60.666666666666664,Menor de 25
3189,20,77,73,86,masculino,Lota,78.66666666666667,Menor de 25
3190,20,67,47,40,masculino,Tomé,51.333333333333336,Menor de 25
3191,23,76,52,15,femenino,Hualpén,47.666666666666664,Menor de 25
3192,24,67,7,84,masculino,Hualpén,52.666666666666664,Menor de 25
3193,26,90,21,85,prefiero no decirlo,Arauco,65.33333333333333,Mayor o igual de 25 años
3194,21,28,24,98,femenino,Coronel,50.0,Menor de 25
3195,19,44,88,56,masculino,Lota,62.666666666666664,Menor de 25
3196,27,78,92,44,masculino,Concepción,71.33333333333333,Mayor o igual de 25 años
3197,25,26,12,81,masculino,Coronel,39.666666666666664,Mayor o igual de 25 años
3198,24,13,30,34,femenino,Coronel,25.666666666666668,Menor de 25
3199,23,99,32,72,masculino,Arauco,67.66666666666667,Menor de 25
3200,23,18,48,3,masculino,Concepción,23.0,Menor de 25
3201,24,49,79,48,femenino,Arauco,58.666666666666664,Menor de 25
3202,26,45,93,94,masculino,Arauco,77.33333333333333,Mayor o igual de 25 años
3203,19,1,23,30,femenino,Penco,18.0,Menor de 25
3204,27,81,36,17,masculino,Lota,44.666666666666664,Mayor o igual de 25 años
3205,23,13,63,66,femenino,Penco,47.333333333333336,Menor de 25
3206,29,95,38,76,prefiero no decirlo,Arauco,69.66666666666667,Mayor o igual de 25 años
3207,28,45,69,11,femenino,Hualpén,41.666666666666664,Mayor o igual de 25 años
3208,25,60,61,14,femenino,Tomé,45.0,Mayor o igual de 25 años
3209,20,29,76,8,prefiero no decirlo,Hualpén,37.666666666666664,Menor de 25
3210,20,48,28,66,prefiero no decirlo,Tomé,47.333333333333336,Menor de 25
3211,21,46,62,65,masculino,Coronel,57.666666666666664,Menor de 25
3212,28,28,45,82,prefiero no decirlo,Hualpén,51.666666666666664,Mayor o igual de 25 años
3213,29,71,61,48,masculino,Lota,60.0,Mayor o igual de 25 años
3214,28,74,21,85,masculino,Tomé,60.0,Mayor o igual de 25 años
3215,18,90,64,41,masculino,San Pedro,65.0,Menor de 25
3216,24,16,9,36,femenino,San Pedro,20.333333333333332,Menor de 25
3217,22,41,8,23,masculino,Coronel,24.0,Menor de 25
3218,29,14,8,50,femenino,Tomé,24.0,Mayor o igual de 25 años
3219,18,57,69,87,prefiero no decirlo,San Pedro,71.0,Menor de 25
3220,22,85,81,95,masculino,Coronel,87.0,Menor de 25
3221,26,34,66,74,prefiero no decirlo,Tomé,58.0,Mayor o igual de 25 años
3222,27,81,64,76,masculino,Tomé,73.66666666666667,Mayor o igual de 25 años
3223,23,82,31,61,prefiero no decirlo,Tomé,58.0,Menor de 25
3224,22,94,64,41,femenino,Tomé,66.33333333333333,Menor de 25
3225,29,53,37,37,masculino,San Pedro,42.333333333333336,Mayor o igual de 25 años
3226,22,98,9,36,masculino,Arauco,47.666666666666664,Menor de 25
3227,29,84,71,91,prefiero no decirlo,Tomé,82.0,Mayor o igual de 25 años
3228,20,84,19,65,masculino,Arauco,56.0,Menor de 25
3229,21,13,38,45,femenino,Tomé,32.0,Menor de 25
3230,18,94,64,53,masculino,Hualpén,70.33333333333333,Menor de 25
3231,25,23,77,40,prefiero no decirlo,San Pedro,46.666666666666664,Mayor o igual de 25 años
3232,28,31,66,19,masculino,Coronel,38.666666666666664,Mayor o igual de 25 años
3233,21,56,18,81,femenino,Concepción,51.666666666666664,Menor de 25
3234,21,6,92,27,masculino,Lota,41.666666666666664,Menor de 25
3235,18,16,51,64,femenino,Arauco,43.666666666666664,Menor de 25
3236,27,20,11,68,masculino,Penco,33.0,Mayor o igual de 25 años
3237,21,8,61,39,masculino,Concepción,36.0,Menor de 25
3238,24,48,35,55,femenino,Lota,46.0,Menor de 25
3239,26,34,22,40,masculino,Lota,32.0,Mayor o igual de 25 años
3240,27,9,72,90,prefiero no decirlo,Lota,57.0,Mayor o igual de 25 años
3241,21,84,57,46,prefiero no decirlo,Lota,62.333333333333336,Menor de 25
3242,24,37,96,47,prefiero no decirlo,Arauco,60.0,Menor de 25
3243,28,88,24,37,femenino,San Pedro,49.666666666666664,Mayor o igual de 25 años
3244,25,14,92,38,masculino,Coronel,48.0,Mayor o igual de 25 años
3245,25,5,11,39,prefiero no decirlo,Tomé,18.333333333333332,Mayor o igual de 25 años
3246,21,18,9,3,prefiero no decirlo,Lota,10.0,Menor de 25
3247,28,64,32,18,prefiero no decirlo,Coronel,38.0,Mayor o igual de 25 años
3248,21,53,58,83,prefiero no decirlo,Coronel,64.66666666666667,Menor de 25
3249,29,7,54,31,masculino,Penco,30.666666666666668,Mayor o igual de 25 años
3250,25,96,22,2,femenino,Tomé,40.0,Mayor o igual de 25 años
3251,28,27,97,14,prefiero no decirlo,Concepción,46.0,Mayor o igual de 25 años
3252,25,26,45,70,femenino,Penco,47.0,Mayor o igual de 25 años
3253,22,37,83,95,masculino,Coronel,71.66666666666667,Menor de 25
3254,21,72,13,83,masculino,Coronel,56.0,Menor de 25
3255,25,80,50,85,femenino,Tomé,71.66666666666667,Mayor o igual de 25 años
3256,25,64,49,33,prefiero no decirlo,Hualpén,48.666666666666664,Mayor o igual de 25 años
3257,24,26,28,4,masculino,Penco,19.333333333333332,Menor de 25
3258,18,1,5,21,masculino,Arauco,9.0,Menor de 25
3259,22,12,87,94,masculino,Coronel,64.33333333333333,Menor de 25
3260,21,68,29,80,masculino,Coronel,59.0,Menor de 25
3261,28,34,22,25,masculino,Lota,27.0,Mayor o igual de 25 años
3262,20,39,74,23,masculino,Lota,45.333333333333336,Menor de 25
3263,26,22,17,63,masculino,San Pedro,34.0,Mayor o igual de 25 años
3264,20,23,97,41,femenino,Penco,53.666666666666664,Menor de 25
3265,20,13,13,73,femenino,Concepción,33.0,Menor de 25
3266,18,91,64,3,prefiero no decirlo,Coronel,52.666666666666664,Menor de 25
3267,19,98,53,55,prefiero no decirlo,Tomé,68.66666666666667,Menor de 25
3268,22,80,42,80,masculino,Penco,67.33333333333333,Menor de 25
3269,21,49,58,79,femenino,San Pedro,62.0,Menor de 25
3270,29,68,36,53,masculino,Penco,52.333333333333336,Mayor o igual de 25 años
3271,29,26,99,75,femenino,Concepción,66.66666666666667,Mayor o igual de 25 años
3272,19,42,22,73,femenino,Penco,45.666666666666664,Menor de 25
3273,24,1,13,8,femenino,Penco,7.333333333333333,Menor de 25
3274,22,51,91,16,prefiero no decirlo,Concepción,52.666666666666664,Menor de 25
3275,26,41,60,17,masculino,San Pedro,39.333333333333336,Mayor o igual de 25 años
3276,26,91,55,17,femenino,Arauco,54.333333333333336,Mayor o igual de 25 años
3277,20,45,3,34,masculino,Lota,27.333333333333332,Menor de 25
3278,25,77,21,88,masculino,Tomé,62.0,Mayor o igual de 25 años
3279,21,94,66,3,femenino,Hualpén,54.333333333333336,Menor de 25
3280,28,84,97,84,masculino,Coronel,88.33333333333333,Mayor o igual de 25 años
3281,28,18,74,93,femenino,Lota,61.666666666666664,Mayor o igual de 25 años
3282,27,61,29,95,prefiero no decirlo,Coronel,61.666666666666664,Mayor o igual de 25 años
3283,28,45,32,37,masculino,San Pedro,38.0,Mayor o igual de 25 años
3284,26,37,42,28,masculino,Tomé,35.666666666666664,Mayor o igual de 25 años
3285,27,97,86,25,femenino,San Pedro,69.33333333333333,Mayor o igual de 25 años
3286,26,62,77,91,prefiero no decirlo,Lota,76.66666666666667,Mayor o igual de 25 años
3287,18,38,73,6,prefiero no decirlo,Concepción,39.0,Menor de 25
3288,24,46,3,38,prefiero no decirlo,San Pedro,29.0,Menor de 25
3289,24,99,67,64,masculino,Penco,76.66666666666667,Menor de 25
3290,23,47,47,67,masculino,Tomé,53.666666666666664,Menor de 25
3291,28,23,33,47,prefiero no decirlo,Arauco,34.333333333333336,Mayor o igual de 25 años
3292,25,37,6,45,femenino,Tomé,29.333333333333332,Mayor o igual de 25 años
3293,22,6,31,8,masculino,Coronel,15.0,Menor de 25
3294,20,13,41,51,prefiero no decirlo,Tomé,35.0,Menor de 25
3295,19,90,4,36,femenino,Arauco,43.333333333333336,Menor de 25
3296,28,29,66,83,prefiero no decirlo,Hualpén,59.333333333333336,Mayor o igual de 25 años
3297,22,80,23,49,femenino,Coronel,50.666666666666664,Menor de 25
3298,19,11,55,37,femenino,Coronel,34.333333333333336,Menor de 25
3299,20,67,58,12,femenino,Arauco,45.666666666666664,Menor de 25
3300,25,94,78,95,femenino,Lota,89.0,Mayor o igual de 25 años
3301,18,84,11,72,prefiero no decirlo,Hualpén,55.666666666666664,Menor de 25
3302,24,45,62,68,femenino,Concepción,58.333333333333336,Menor de 25
3303,25,60,81,44,masculino,Arauco,61.666666666666664,Mayor o igual de 25 años
3304,22,21,1,30,femenino,Coronel,17.333333333333332,Menor de 25
3305,22,35,82,57,masculino,Arauco,58.0,Menor de 25
3306,21,88,52,25,masculino,Tomé,55.0,Menor de 25
3307,23,23,82,99,prefiero no decirlo,Concepción,68.0,Menor de 25
3308,23,65,93,71,femenino,Coronel,76.33333333333333,Menor de 25
3309,19,19,69,90,masculino,Tomé,59.333333333333336,Menor de 25
3310,28,69,30,50,prefiero no decirlo,Concepción,49.666666666666664,Mayor o igual de 25 años
3311,19,20,31,32,masculino,Lota,27.666666666666668,Menor de 25
3312,23,82,63,11,masculino,Arauco,52.0,Menor de 25
3313,27,16,94,59,prefiero no decirlo,Coronel,56.333333333333336,Mayor o igual de 25 años
3314,25,98,60,35,prefiero no decirlo,Tomé,64.33333333333333,Mayor o igual de 25 años
3315,20,86,73,90,masculino,Hualpén,83.0,Menor de 25
3316,18,64,46,54,femenino,Tomé,54.666666666666664,Menor de 25
3317,27,27,23,5,masculino,Penco,18.333333333333332,Mayor o igual de 25 años
3318,23,18,41,92,prefiero no decirlo,San Pedro,50.333333333333336,Menor de 25
3319,18,26,52,45,masculino,Penco,41.0,Menor de 25
3320,20,7,50,17,masculino,Tomé,24.666666666666668,Menor de 25
3321,27,97,77,48,femenino,Hualpén,74.0,Mayor o igual de 25 años
3322,22,79,61,34,femenino,Penco,58.0,Menor de 25
3323,25,77,52,52,masculino,Lota,60.333333333333336,Mayor o igual de 25 años
3324,28,15,7,48,masculino,Penco,23.333333333333332,Mayor o igual de 25 años
3325,20,73,93,61,masculino,Hualpén,75.66666666666667,Menor de 25
3326,20,77,70,92,prefiero no decirlo,Hualpén,79.66666666666667,Menor de 25
3327,23,55,15,21,masculino,Coronel,30.333333333333332,Menor de 25
3328,19,65,13,67,masculino,Arauco,48.333333333333336,Menor de 25
3329,26,67,34,39,femenino,Hualpén,46.666666666666664,Mayor o igual de 25 años
3330,19,75,90,80,femenino,Lota,81.66666666666667,Menor de 25
3331,28,36,53,98,masculino,Tomé,62.333333333333336,Mayor o igual de 25 años
3332,19,30,83,84,femenino,San Pedro,65.66666666666667,Menor de 25
3333,29,81,37,69,masculino,Penco,62.333333333333336,Mayor o igual de 25 años
3334,28,62,48,19,masculino,Coronel,43.0,Mayor o igual de 25 años
3335,19,64,57,76,masculino,Coronel,65.66666666666667,Menor de 25
3336,28,72,54,44,femenino,San Pedro,56.666666666666664,Mayor o igual de 25 años
3337,18,83,9,12,femenino,Arauco,34.666666666666664,Menor de 25
3338,24,18,1,4,prefiero no decirlo,Lota,7.666666666666667,Menor de 25
3339,23,86,7,82,prefiero no decirlo,Concepción,58.333333333333336,Menor de 25
3340,27,54,91,32,prefiero no decirlo,San Pedro,59.0,Mayor o igual de 25 años
3341,24,98,33,21,femenino,Concepción,50.666666666666664,Menor de 25
3342,28,66,7,95,masculino,Arauco,56.0,Mayor o igual de 25 años
3343,21,37,29,94,prefiero no decirlo,Concepción,53.333333333333336,Menor de 25
3344,25,67,92,36,prefiero no decirlo,San Pedro,65.0,Mayor o igual de 25 años
3345,24,19,31,65,femenino,Coronel,38.333333333333336,Menor de 25
3346,29,11,28,72,masculino,Arauco,37.0,Mayor o igual de 25 años
3347,20,6,29,66,femenino,Hualpén,33.666666666666664,Menor de 25
3348,22,39,50,99,masculino,Coronel,62.666666666666664,Menor de 25
3349,21,83,91,21,masculino,San Pedro,65.0,Menor de 25
3350,28,94,16,23,prefiero no decirlo,Concepción,44.333333333333336,Mayor o igual de 25 años
3351,22,78,15,84,prefiero no decirlo,Lota,59.0,Menor de 25
3352,18,5,57,71,masculino,San Pedro,44.333333333333336,Menor de 25
3353,21,3,15,38,prefiero no decirlo,Arauco,18.666666666666668,Menor de 25
3354,24,71,96,77,masculino,Tomé,81.33333333333333,Menor de 25
3355,27,83,17,39,prefiero no decirlo,Penco,46.333333333333336,Mayor o igual de 25 años
3356,20,7,80,40,prefiero no decirlo,Lota,42.333333333333336,Menor de 25
3357,19,17,76,13,masculino,Lota,35.333333333333336,Menor de 25
3358,22,97,72,68,prefiero no decirlo,Penco,79.0,Menor de 25
3359,24,7,72,9,femenino,Arauco,29.333333333333332,Menor de 25
3360,24,95,34,98,masculino,Lota,75.66666666666667,Menor de 25
3361,25,66,94,45,masculino,Tomé,68.33333333333333,Mayor o igual de 25 años
3362,22,87,62,75,prefiero no decirlo,Lota,74.66666666666667,Menor de 25
3363,24,87,98,31,masculino,Concepción,72.0,Menor de 25
3364,21,66,32,53,masculino,Lota,50.333333333333336,Menor de 25
3365,25,45,83,87,femenino,San Pedro,71.66666666666667,Mayor o igual de 25 años
3366,23,12,72,12,femenino,Tomé,32.0,Menor de 25
3367,22,40,35,92,femenino,Coronel,55.666666666666664,Menor de 25
3368,20,94,57,8,femenino,Tomé,53.0,Menor de 25
3369,23,49,43,95,femenino,San Pedro,62.333333333333336,Menor de 25
3370,21,28,57,84,masculino,Tomé,56.333333333333336,Menor de 25
